"Plot Title: RLCP HOBO U20L_01"
"#","Date Time, GMT+00:00","Abs Pres, kPa (LGR S/N: 21571440, SEN S/N: 21571440)","Temp, °C (LGR S/N: 21571440, SEN S/N: 21571440)","Pressure Barom., kPa (LGR S/N: )","Sensor Depth, meters (LGR S/N: 21571440)","Coupler Detached (LGR S/N: 21571440)","Coupler Attached (LGR S/N: 21571440)","Stopped (LGR S/N: 21571440)","End Of File (LGR S/N: 21571440)"
856,04/09/23 11:00:00 PM,105.792,10.259,101.230,0.465,,,,
857,04/10/23 12:00:00 AM,105.697,10.063,101.160,0.463,,,,
858,04/10/23 01:00:00 AM,105.601,9.866,101.040,0.465,,,,
859,04/10/23 02:00:00 AM,105.516,9.669,100.990,0.462,,,,
860,04/10/23 03:00:00 AM,105.451,9.571,100.870,0.467,,,,
861,04/10/23 04:00:00 AM,105.376,9.571,100.850,0.462,,,,
862,04/10/23 05:00:00 AM,105.290,9.472,100.780,0.460,,,,
863,04/10/23 06:00:00 AM,105.247,9.472,100.690,0.465,,,,
864,04/10/23 07:00:00 AM,105.215,9.472,100.650,0.466,,,,
865,04/10/23 08:00:00 AM,105.139,9.571,100.750,0.448,,,,
866,04/10/23 09:00:00 AM,105.084,9.669,100.490,0.469,,,,
867,04/10/23 10:00:00 AM,105.029,9.866,100.470,0.465,,,,
868,04/10/23 11:00:00 AM,105.039,10.063,100.270,0.487,,,,
869,04/10/23 12:00:00 PM,105.038,10.259,100.320,0.481,,,,
870,04/10/23 01:00:00 PM,105.066,10.748,100.090,0.508,,,,
871,04/10/23 02:00:00 PM,105.007,11.334,100.020,0.509,,,,
872,04/10/23 02:42:33 PM,,,,,,Logged,,
873,04/10/23 02:42:40 PM,,,,,,,Logged,Logged
