RLCP Linnet Flow Monitoring,Kestrel Ambient Conditions Log,,,,,,
Start date,2023-01-28,,,,,,
End date,2023-02-04,,,,,,
Retrieved by,M Sandifer,,,,,,
Notes,Device setup/configuration is noted in first few rows of data.,Default settings as altimeter mode and 10 min readings not intended.,Will compare with subsequent log to note changes once set to barometer mode and hourly readings.,,,,
Device Name,D3 - 2592884, , , , , ,
Device Model,Kestrel DROP 3, , , , , ,
Serial Number,2592884, , , , , ,
FORMATTED DATE_TIME,Temperature,Relative Humidity,Station Pressure,Heat Index,Dew Point,Density Altitude, 
yyyy-MM-dd hh:mm:ss a,°C,%,mb,°C,°C,m,Data Type
2000-01-01 12:10:00 AM,23.1,31.0,1009.6,21.6,5.1,359,point
2000-01-01 12:20:00 AM,23.1,30.8,1009.8,21.5,4.9,355,point
2000-01-01 12:30:00 AM,23.0,30.6,1009.8,21.5,4.8,355,point
2000-01-01 12:40:00 AM,23.0,30.4,1009.8,21.4,4.7,352,point
2000-01-01 12:50:00 AM,23.0,30.1,1009.7,21.5,4.6,355,point
2000-01-01 01:00:00 AM,23.1,30.2,1009.9,21.6,4.7,355,point
2000-01-01 01:10:00 AM,23.2,30.2,1010.0,21.6,4.7,356,point
2000-01-01 01:20:00 AM,23.5,29.7,1010.0,21.7,4.8,367,point
2021-01-27 03:40:00 PM,24.0,30.3,1010.0,22.3,5.5,387,point
2021-01-27 03:50:00 PM,23.3,29.1,1010.1,21.5,4.3,358,point
2023-01-28 03:30:00 PM,5.9,56.1,1025.4,5.3,-2.2,-441,point
2023-01-28 03:40:00 PM,5.3,71.8,1025.1,5.1,0.7,-453,point
2023-01-28 03:50:00 PM,5.3,73.8,1025.0,5.1,1.0,-452,point
2023-01-28 04:00:00 PM,5.4,72.1,1025.2,5.1,0.8,-453,point
2023-01-28 04:10:00 PM,5.4,71.8,1025.1,5.2,0.7,-451,point
2023-01-28 04:20:00 PM,5.4,72.5,1025.1,5.2,0.9,-450,point
2023-01-28 04:30:00 PM,5.3,72.8,1025.3,5.1,0.8,-455,point
2023-01-28 04:40:00 PM,5.1,74.5,1025.4,4.9,0.9,-465,point
2023-01-28 04:50:00 PM,4.9,76.2,1025.4,4.6,1.1,-473,point
2023-01-28 05:00:00 PM,5.0,76.6,1025.4,4.7,1.2,-469,point
2023-01-28 05:10:00 PM,4.6,79.0,1025.5,4.4,1.3,-485,point
2023-01-28 05:20:00 PM,4.5,80.5,1025.7,4.3,1.4,-490,point
2023-01-28 05:30:00 PM,4.5,80.8,1025.4,4.3,1.5,-488,point
2023-01-28 05:40:00 PM,4.5,80.8,1025.6,4.3,1.5,-489,point
2023-01-28 05:50:00 PM,4.6,82.1,1025.7,4.5,1.9,-484,point
2023-01-28 06:00:00 PM,4.2,83.2,1025.5,4.2,1.6,-499,point
2023-01-28 06:10:00 PM,4.4,83.6,1025.5,4.4,1.9,-490,point
2023-01-28 06:20:00 PM,4.6,84.3,1025.5,4.6,2.2,-481,point
2023-01-28 06:30:00 PM,4.2,84.6,1025.5,4.1,1.8,-499,point
2023-01-28 06:40:00 PM,3.8,86.4,1025.5,3.8,1.8,-513,point
2023-01-28 06:50:00 PM,3.8,87.6,1025.4,3.8,1.9,-512,point
2023-01-28 07:00:00 PM,3.8,87.8,1025.4,3.8,2.0,-511,point
2023-01-28 07:10:00 PM,4.0,88.2,1025.3,4.0,2.2,-503,point
2023-01-28 07:20:00 PM,3.8,87.9,1025.3,3.8,2.0,-511,point
2023-01-28 07:30:00 PM,4.1,88.1,1025.4,4.0,2.3,-502,point
2023-01-28 07:40:00 PM,3.8,88.0,1025.6,3.8,2.0,-515,point
2023-01-28 07:50:00 PM,3.6,89.3,1025.5,3.5,2.0,-522,point
2023-01-28 08:00:00 PM,3.5,90.2,1025.6,3.5,2.1,-523,point
2023-01-28 08:10:00 PM,3.6,90.0,1025.7,3.6,2.1,-522,point
2023-01-28 08:20:00 PM,3.5,90.5,1025.6,3.5,2.1,-525,point
2023-01-28 08:30:00 PM,3.3,91.0,1025.8,3.3,2.0,-535,point
2023-01-28 08:40:00 PM,3.6,90.7,1025.5,3.6,2.2,-519,point
2023-01-28 08:50:00 PM,3.6,90.8,1025.5,3.5,2.2,-522,point
2023-01-28 09:00:00 PM,3.6,90.9,1025.4,3.6,2.2,-519,point
2023-01-28 09:10:00 PM,3.6,91.2,1025.5,3.6,2.3,-520,point
2023-01-28 09:20:00 PM,3.7,90.9,1025.5,3.6,2.3,-517,point
2023-01-28 09:30:00 PM,3.6,91.3,1025.6,3.6,2.3,-522,point
2023-01-28 09:40:00 PM,3.6,91.2,1025.5,3.5,2.3,-522,point
2023-01-28 09:50:00 PM,3.4,91.8,1025.6,3.4,2.2,-528,point
2023-01-28 10:00:00 PM,3.6,91.8,1025.4,3.6,2.4,-519,point
2023-01-28 10:10:00 PM,3.5,91.8,1025.3,3.5,2.3,-519,point
2023-01-28 10:20:00 PM,3.4,91.8,1025.3,3.3,2.2,-526,point
2023-01-28 10:30:00 PM,3.4,92.2,1025.2,3.3,2.2,-526,point
2023-01-28 10:40:00 PM,3.6,92.4,1025.1,3.6,2.5,-514,point
2023-01-28 10:50:00 PM,3.6,92.1,1025.0,3.6,2.5,-513,point
2023-01-28 11:00:00 PM,3.8,91.0,1025.0,3.8,2.5,-505,point
2023-01-28 11:10:00 PM,3.5,91.3,1025.0,3.5,2.3,-517,point
2023-01-28 11:20:00 PM,3.8,91.0,1024.8,3.7,2.5,-506,point
2023-01-28 11:30:00 PM,3.6,90.6,1024.7,3.5,2.2,-513,point
2023-01-28 11:40:00 PM,3.8,90.7,1024.8,3.8,2.4,-504,point
2023-01-28 11:50:00 PM,3.8,91.0,1024.7,3.8,2.5,-503,point
2023-01-29 12:00:00 AM,3.8,91.2,1024.9,3.7,2.5,-507,point
2023-01-29 12:10:00 AM,3.7,91.4,1024.6,3.7,2.4,-507,point
2023-01-29 12:20:00 AM,3.6,91.6,1024.6,3.6,2.4,-509,point
2023-01-29 12:30:00 AM,3.6,91.5,1024.4,3.6,2.4,-507,point
2023-01-29 12:40:00 AM,3.9,91.2,1024.3,3.8,2.6,-497,point
2023-01-29 12:50:00 AM,4.3,90.6,1024.2,4.2,2.9,-480,point
2023-01-29 01:00:00 AM,4.1,89.9,1024.2,4.1,2.6,-486,point
2023-01-29 01:10:00 AM,4.2,90.2,1024.1,4.1,2.7,-484,point
2023-01-29 01:20:00 AM,4.3,89.6,1024.0,4.2,2.7,-479,point
2023-01-29 01:30:00 AM,4.2,89.4,1023.8,4.1,2.6,-481,point
2023-01-29 01:40:00 AM,4.2,89.4,1024.0,4.1,2.6,-483,point
2023-01-29 01:50:00 AM,4.3,89.4,1024.1,4.3,2.7,-478,point
2023-01-29 02:00:00 AM,4.2,89.7,1024.0,4.1,2.6,-483,point
2023-01-29 02:10:00 AM,4.2,89.9,1023.9,4.1,2.6,-482,point
2023-01-29 02:20:00 AM,4.4,90.1,1023.8,4.4,2.9,-470,point
2023-01-29 02:30:00 AM,4.2,90.3,1024.1,4.1,2.7,-484,point
2023-01-29 02:40:00 AM,4.2,92.0,1024.0,4.3,3.0,-479,point
2023-01-29 02:50:00 AM,4.1,93.3,1023.9,4.2,3.1,-482,point
2023-01-29 03:00:00 AM,4.2,93.9,1023.9,4.2,3.3,-481,point
2023-01-29 03:10:00 AM,4.2,95.0,1023.6,4.2,3.4,-477,point
2023-01-29 03:20:00 AM,4.2,95.8,1023.4,4.2,3.5,-475,point
2023-01-29 03:30:00 AM,4.1,96.2,1023.5,4.1,3.5,-480,point
2023-01-29 03:40:00 AM,4.2,96.8,1023.2,4.3,3.7,-470,point
2023-01-29 03:50:00 AM,4.1,96.9,1023.3,4.2,3.7,-475,point
2023-01-29 04:00:00 AM,4.2,97.1,1023.3,4.3,3.8,-470,point
2023-01-29 04:10:00 AM,4.3,97.1,1023.1,4.4,3.9,-465,point
2023-01-29 04:20:00 AM,4.3,97.0,1022.9,4.4,3.9,-463,point
2023-01-29 04:30:00 AM,4.3,96.9,1022.9,4.4,3.9,-462,point
2023-01-29 04:40:00 AM,4.4,96.5,1022.9,4.5,3.9,-459,point
2023-01-29 04:50:00 AM,4.5,96.1,1022.8,4.5,3.9,-455,point
2023-01-29 05:00:00 AM,4.6,95.5,1022.7,4.6,3.9,-450,point
2023-01-29 05:10:00 AM,4.4,95.0,1022.6,4.4,3.6,-457,point
2023-01-29 05:20:00 AM,4.4,94.6,1022.1,4.5,3.6,-450,point
2023-01-29 05:30:00 AM,4.5,94.2,1022.2,4.6,3.7,-448,point
2023-01-29 05:40:00 AM,4.2,93.6,1022.2,4.3,3.3,-460,point
2023-01-29 05:50:00 AM,4.4,93.3,1022.0,4.5,3.4,-451,point
2023-01-29 06:00:00 AM,4.4,93.6,1022.3,4.4,3.4,-456,point
2023-01-29 06:10:00 AM,3.9,95.7,1021.9,4.0,3.3,-470,point
2023-01-29 06:20:00 AM,3.9,96.8,1021.9,3.9,3.4,-470,point
2023-01-29 06:30:00 AM,4.0,97.3,1021.7,4.1,3.6,-463,point
2023-01-29 06:40:00 AM,4.1,97.4,1021.7,4.1,3.7,-461,point
2023-01-29 06:50:00 AM,4.1,97.5,1021.8,4.1,3.7,-461,point
2023-01-29 07:00:00 AM,4.2,97.5,1021.8,4.2,3.8,-458,point
2023-01-29 07:10:00 AM,4.1,97.3,1021.8,4.2,3.7,-459,point
2023-01-29 07:20:00 AM,4.1,97.2,1021.8,4.1,3.7,-461,point
2023-01-29 07:30:00 AM,4.2,96.9,1021.6,4.2,3.7,-455,point
2023-01-29 07:40:00 AM,4.3,96.6,1021.6,4.3,3.8,-451,point
2023-01-29 07:50:00 AM,4.1,96.2,1021.5,4.2,3.6,-456,point
2023-01-29 08:00:00 AM,4.3,95.5,1021.4,4.3,3.6,-449,point
2023-01-29 08:10:00 AM,4.2,95.1,1021.2,4.2,3.4,-452,point
2023-01-29 08:20:00 AM,4.3,93.5,1021.3,4.3,3.3,-449,point
2023-01-29 08:30:00 AM,4.4,92.9,1021.3,4.5,3.4,-444,point
2023-01-29 08:40:00 AM,4.4,92.2,1021.2,4.4,3.2,-445,point
2023-01-29 08:50:00 AM,4.5,91.3,1021.1,4.5,3.2,-438,point
2023-01-29 09:00:00 AM,4.7,90.6,1021.0,4.7,3.3,-430,point
2023-01-29 09:10:00 AM,4.6,90.4,1020.9,4.7,3.2,-433,point
2023-01-29 09:20:00 AM,4.9,89.5,1020.9,4.8,3.3,-423,point
2023-01-29 09:30:00 AM,5.0,88.8,1020.8,4.9,3.3,-417,point
2023-01-29 09:40:00 AM,5.1,88.3,1020.7,5.1,3.3,-411,point
2023-01-29 09:50:00 AM,5.5,88.0,1020.7,5.5,3.7,-395,point
2023-01-29 10:00:00 AM,5.7,86.2,1020.6,5.7,3.6,-387,point
2023-01-29 10:10:00 AM,5.9,85.7,1020.7,5.8,3.7,-381,point
2023-01-29 10:20:00 AM,6.0,85.4,1020.8,6.0,3.8,-377,point
2023-01-29 10:30:00 AM,6.3,85.0,1020.7,6.3,4.0,-364,point
2023-01-29 10:40:00 AM,6.3,85.5,1020.6,6.3,4.0,-363,point
2023-01-29 10:50:00 AM,6.2,86.3,1020.5,6.2,4.1,-365,point
2023-01-29 11:00:00 AM,6.5,86.0,1020.3,6.4,4.3,-354,point
2023-01-29 11:10:00 AM,6.2,86.1,1019.9,6.2,4.1,-359,point
2023-01-29 11:20:00 AM,6.6,85.3,1019.7,6.6,4.3,-343,point
2023-01-29 11:30:00 AM,6.9,85.1,1019.8,6.8,4.5,-334,point
2023-01-29 11:40:00 AM,6.6,85.6,1019.5,6.6,4.4,-340,point
2023-01-29 11:50:00 AM,6.8,85.5,1019.4,6.8,4.5,-331,point
2023-01-29 12:00:00 PM,7.0,84.9,1019.4,7.0,4.7,-323,point
2023-01-29 12:10:00 PM,6.9,86.0,1019.3,6.8,4.7,-327,point
2023-01-29 12:20:00 PM,6.8,86.3,1018.9,6.7,4.6,-327,point
2023-01-29 12:30:00 PM,7.0,84.5,1018.7,6.9,4.5,-318,point
2023-01-29 12:40:00 PM,7.1,85.4,1018.5,7.0,4.8,-312,point
2023-01-29 12:50:00 PM,7.4,85.1,1018.3,7.3,5.1,-297,point
2023-01-29 01:00:00 PM,7.9,80.2,1018.1,7.7,4.7,-277,point
2023-01-29 01:10:00 PM,8.1,74.8,1017.6,7.8,3.9,-266,point
2023-01-29 01:20:00 PM,9.0,69.7,1017.8,8.6,3.8,-234,point
2023-01-29 01:30:00 PM,7.7,80.0,1017.6,7.5,4.5,-280,point
2023-01-29 01:40:00 PM,8.5,80.9,1017.4,8.3,5.4,-245,point
2023-01-29 01:50:00 PM,8.2,79.1,1017.2,8.1,4.8,-255,point
2023-01-29 02:00:00 PM,8.1,78.1,1017.3,7.9,4.5,-260,point
2023-01-29 02:10:00 PM,8.6,77.5,1017.2,8.3,4.8,-243,point
2023-01-29 02:20:00 PM,8.3,76.6,1017.1,8.1,4.4,-251,point
2023-01-29 02:30:00 PM,8.4,78.2,1017.0,8.2,4.8,-245,point
2023-01-29 02:40:00 PM,8.3,78.8,1016.5,8.1,4.8,-246,point
2023-01-29 02:50:00 PM,8.5,78.3,1016.7,8.3,4.9,-239,point
2023-01-29 03:00:00 PM,8.5,77.4,1016.5,8.3,4.8,-236,point
2023-01-29 03:10:00 PM,8.6,77.1,1016.6,8.4,4.8,-234,point
2023-01-29 03:20:00 PM,8.3,78.5,1016.4,8.1,4.8,-242,point
2023-01-29 03:30:00 PM,8.3,79.0,1016.5,8.2,4.9,-243,point
2023-01-29 03:40:00 PM,8.1,80.0,1016.2,7.9,4.8,-250,point
2023-01-29 03:50:00 PM,8.0,81.2,1016.5,7.9,5.0,-254,point
2023-01-29 04:00:00 PM,8.1,81.9,1016.3,7.9,5.2,-251,point
2023-01-29 04:10:00 PM,7.7,82.9,1016.4,7.6,5.0,-266,point
2023-01-29 04:20:00 PM,7.7,84.4,1016.2,7.7,5.2,-263,point
2023-01-29 04:30:00 PM,7.0,85.7,1015.8,7.0,4.8,-284,point
2023-01-29 04:40:00 PM,7.0,86.5,1015.8,7.0,4.9,-286,point
2023-01-29 04:50:00 PM,7.1,86.8,1015.7,7.1,5.1,-280,point
2023-01-29 05:00:00 PM,7.0,87.9,1015.6,7.0,5.1,-283,point
2023-01-29 05:10:00 PM,6.5,88.1,1015.6,6.5,4.7,-302,point
2023-01-29 05:20:00 PM,6.4,89.9,1015.6,6.5,4.9,-306,point
2023-01-29 05:30:00 PM,6.4,90.4,1014.9,6.5,5.0,-299,point
2023-01-29 05:40:00 PM,6.3,90.3,1014.9,6.4,4.9,-302,point
2023-01-29 05:50:00 PM,6.2,90.4,1015.2,6.2,4.7,-311,point
2023-01-29 06:00:00 PM,6.0,91.1,1015.2,6.1,4.7,-317,point
2023-01-29 06:10:00 PM,6.1,91.2,1015.5,6.1,4.8,-317,point
2023-01-29 06:20:00 PM,6.1,91.4,1015.4,6.2,4.8,-315,point
2023-01-29 06:30:00 PM,6.1,92.1,1015.8,6.1,4.9,-320,point
2023-01-29 06:40:00 PM,5.5,91.5,1015.6,5.6,4.2,-341,point
2023-01-29 06:50:00 PM,5.9,92.6,1015.7,5.9,4.8,-327,point
2023-01-29 07:00:00 PM,6.1,94.2,1015.7,6.3,5.3,-317,point
2023-01-29 07:10:00 PM,6.6,93.5,1015.6,6.6,5.6,-298,point
2023-01-29 07:20:00 PM,6.8,93.3,1015.5,6.9,5.8,-287,point
2023-01-29 07:30:00 PM,7.0,92.3,1015.4,7.1,5.9,-279,point
2023-01-29 07:40:00 PM,6.7,92.2,1015.3,6.7,5.5,-291,point
2023-01-29 07:50:00 PM,6.7,91.5,1015.4,6.7,5.4,-292,point
2023-01-29 08:00:00 PM,6.3,89.7,1014.9,6.3,4.7,-304,point
2023-01-29 08:10:00 PM,6.2,90.0,1014.7,6.3,4.7,-303,point
2023-01-29 08:20:00 PM,6.0,89.5,1014.9,6.0,4.4,-315,point
2023-01-29 08:30:00 PM,6.0,90.2,1014.4,6.1,4.5,-308,point
2023-01-29 08:40:00 PM,5.6,90.9,1014.9,5.7,4.2,-330,point
2023-01-29 08:50:00 PM,6.2,91.4,1014.9,6.2,4.9,-307,point
2023-01-29 09:00:00 PM,6.0,91.2,1014.9,6.0,4.6,-316,point
2023-01-29 09:10:00 PM,6.2,90.2,1015.0,6.3,4.8,-307,point
2023-01-29 09:20:00 PM,6.2,89.4,1015.1,6.2,4.6,-310,point
2023-01-29 09:30:00 PM,5.9,88.7,1015.0,5.8,4.2,-321,point
2023-01-29 09:40:00 PM,5.5,88.5,1015.1,5.5,3.8,-336,point
2023-01-29 09:50:00 PM,5.8,88.6,1014.6,5.8,4.1,-319,point
2023-01-29 10:00:00 PM,5.8,88.0,1014.6,5.7,3.9,-322,point
2023-01-29 10:10:00 PM,5.5,88.1,1014.2,5.5,3.7,-327,point
2023-01-29 10:20:00 PM,5.3,88.5,1014.3,5.3,3.6,-336,point
2023-01-29 10:30:00 PM,5.5,88.5,1014.1,5.5,3.8,-327,point
2023-01-29 10:40:00 PM,5.6,89.1,1014.4,5.5,3.9,-328,point
2023-01-29 10:50:00 PM,5.7,87.9,1014.1,5.6,3.8,-322,point
2023-01-29 11:00:00 PM,5.7,88.6,1014.4,5.7,4.0,-322,point
2023-01-29 11:10:00 PM,6.1,88.2,1014.3,6.0,4.2,-307,point
2023-01-29 11:20:00 PM,6.2,87.3,1014.2,6.2,4.3,-300,point
2023-01-29 11:30:00 PM,6.5,86.6,1014.1,6.4,4.4,-290,point
2023-01-29 11:40:00 PM,6.5,86.8,1014.2,6.4,4.5,-290,point
2023-01-29 11:50:00 PM,6.5,87.1,1013.8,6.5,4.5,-285,point
2023-01-30 12:00:00 AM,6.5,87.3,1013.8,6.4,4.5,-285,point
2023-01-30 12:10:00 AM,6.2,87.7,1013.7,6.2,4.4,-294,point
2023-01-30 12:20:00 AM,6.3,88.4,1013.5,6.3,4.5,-291,point
2023-01-30 12:30:00 AM,6.2,88.4,1013.6,6.3,4.4,-294,point
2023-01-30 12:40:00 AM,6.3,89.0,1013.7,6.4,4.6,-290,point
2023-01-30 12:50:00 AM,6.2,89.0,1013.5,6.2,4.5,-295,point
2023-01-30 01:00:00 AM,5.9,88.8,1013.3,5.8,4.2,-304,point
2023-01-30 01:10:00 AM,6.1,89.3,1013.4,6.2,4.5,-295,point
2023-01-30 01:20:00 AM,6.4,91.6,1013.3,6.4,5.1,-283,point
2023-01-30 01:30:00 AM,6.2,92.9,1013.5,6.3,5.2,-290,point
2023-01-30 01:40:00 AM,6.6,91.8,1013.4,6.6,5.3,-275,point
2023-01-30 01:50:00 AM,6.7,90.2,1013.5,6.8,5.2,-271,point
2023-01-30 02:00:00 AM,6.7,90.2,1013.6,6.8,5.2,-273,point
2023-01-30 02:10:00 AM,6.7,89.2,1013.8,6.7,5.0,-277,point
2023-01-30 02:20:00 AM,7.2,88.9,1013.7,7.2,5.4,-257,point
2023-01-30 02:30:00 AM,7.2,88.5,1013.7,7.3,5.5,-254,point
2023-01-30 02:40:00 AM,7.2,87.7,1013.9,7.1,5.3,-260,point
2023-01-30 02:50:00 AM,6.9,88.3,1014.0,7.0,5.1,-270,point
2023-01-30 03:00:00 AM,7.1,89.2,1014.1,7.1,5.4,-265,point
2023-01-30 03:10:00 AM,6.9,89.0,1013.7,6.9,5.2,-269,point
2023-01-30 03:20:00 AM,6.7,89.8,1014.2,6.8,5.2,-279,point
2023-01-30 03:30:00 AM,6.7,88.8,1014.1,6.8,5.0,-277,point
2023-01-30 03:40:00 AM,6.7,86.3,1014.4,6.6,4.5,-285,point
2023-01-30 03:50:00 AM,6.8,84.9,1014.4,6.7,4.4,-281,point
2023-01-30 04:00:00 AM,6.5,81.4,1014.3,6.4,3.5,-292,point
2023-01-30 04:10:00 AM,6.2,79.0,1014.4,6.0,2.8,-307,point
2023-01-30 04:20:00 AM,5.9,74.8,1014.3,5.6,1.8,-320,point
2023-01-30 04:30:00 AM,6.1,71.5,1014.4,5.9,1.4,-313,point
2023-01-30 04:40:00 AM,6.2,70.6,1014.1,5.9,1.3,-305,point
2023-01-30 04:50:00 AM,6.5,69.0,1014.9,6.1,1.2,-304,point
2023-01-30 05:00:00 AM,6.2,69.1,1014.5,5.9,1.0,-310,point
2023-01-30 05:10:00 AM,6.1,69.5,1014.6,5.7,0.9,-317,point
2023-01-30 05:20:00 AM,6.0,69.7,1014.6,5.7,0.9,-318,point
2023-01-30 05:30:00 AM,5.9,70.3,1014.7,5.5,0.9,-324,point
2023-01-30 05:40:00 AM,6.0,70.8,1014.7,5.6,1.1,-322,point
2023-01-30 05:50:00 AM,6.0,71.5,1015.1,5.7,1.2,-324,point
2023-01-30 06:00:00 AM,5.6,73.0,1014.8,5.4,1.2,-336,point
2023-01-30 06:10:00 AM,5.5,73.2,1015.0,5.3,1.1,-341,point
2023-01-30 06:20:00 AM,5.3,73.5,1014.9,5.0,0.9,-350,point
2023-01-30 06:30:00 AM,5.2,73.8,1014.8,5.0,0.9,-350,point
2023-01-30 06:40:00 AM,5.2,73.9,1015.2,4.9,0.9,-357,point
2023-01-30 06:50:00 AM,5.5,73.5,1015.4,5.3,1.2,-345,point
2023-01-30 07:00:00 AM,5.2,73.8,1015.7,5.0,0.9,-359,point
2023-01-30 07:10:00 AM,5.3,74.5,1015.6,5.0,1.1,-357,point
2023-01-30 07:20:00 AM,5.0,74.5,1015.6,4.8,0.9,-367,point
2023-01-30 07:30:00 AM,5.3,74.7,1015.7,5.0,1.1,-357,point
2023-01-30 07:40:00 AM,5.2,74.9,1015.6,5.0,1.2,-357,point
2023-01-30 07:50:00 AM,4.9,75.5,1015.9,4.7,1.0,-373,point
2023-01-30 08:00:00 AM,5.0,75.8,1016.2,4.8,1.1,-372,point
2023-01-30 08:10:00 AM,4.9,76.0,1016.1,4.7,1.0,-376,point
2023-01-30 08:20:00 AM,5.3,75.7,1016.4,5.0,1.4,-364,point
2023-01-30 08:30:00 AM,5.2,75.6,1016.5,5.0,1.2,-368,point
2023-01-30 08:40:00 AM,5.5,75.4,1016.6,5.3,1.5,-357,point
2023-01-30 08:50:00 AM,5.3,75.3,1016.6,5.1,1.3,-365,point
2023-01-30 09:00:00 AM,5.4,74.9,1016.7,5.2,1.3,-363,point
2023-01-30 09:10:00 AM,5.8,74.2,1017.0,5.6,1.6,-349,point
2023-01-30 09:20:00 AM,6.0,74.1,1017.0,5.7,1.7,-344,point
2023-01-30 09:30:00 AM,7.0,65.9,1017.0,6.6,1.1,-305,point
2023-01-30 09:40:00 AM,7.0,63.5,1017.2,6.5,0.6,-309,point
2023-01-30 09:50:00 AM,7.1,65.6,1017.2,6.6,1.1,-305,point
2023-01-30 10:00:00 AM,8.1,58.8,1017.2,7.4,0.5,-269,point
2023-01-30 10:10:00 AM,8.3,54.9,1017.4,7.6,-0.2,-263,point
2023-01-30 10:20:00 AM,7.9,53.1,1017.6,7.2,-1.0,-283,point
2023-01-30 10:30:00 AM,8.7,54.8,1017.6,7.9,0.1,-249,point
2023-01-30 10:40:00 AM,9.2,52.9,1017.4,8.3,0.1,-228,point
2023-01-30 10:50:00 AM,9.6,53.0,1017.8,8.7,0.5,-219,point
2023-01-30 11:00:00 AM,9.4,53.0,1018.2,8.5,0.3,-231,point
2023-01-30 11:10:00 AM,9.6,50.0,1018.0,8.6,-0.3,-221,point
2023-01-30 11:20:00 AM,10.0,48.9,1017.8,8.9,-0.3,-206,point
2023-01-30 11:30:00 AM,10.2,50.6,1018.1,9.1,0.4,-199,point
2023-01-30 11:40:00 AM,8.5,54.7,1018.0,7.8,-0.1,-263,point
2023-01-30 11:50:00 AM,9.9,52.2,1018.2,8.9,0.6,-210,point
2023-01-30 12:00:00 PM,8.9,53.3,1018.3,8.1,-0.1,-251,point
2023-01-30 12:10:00 PM,9.8,50.1,1018.4,8.8,-0.1,-218,point
2023-01-30 12:20:00 PM,10.1,52.1,1018.6,9.0,0.7,-210,point
2023-01-30 12:30:00 PM,9.3,54.0,1018.7,8.3,0.4,-241,point
2023-01-30 12:40:00 PM,10.2,54.5,1018.5,9.3,1.4,-202,point
2023-01-30 12:50:00 PM,10.4,50.0,1018.4,9.2,0.4,-197,point
2023-01-30 01:00:00 PM,9.4,51.3,1018.3,8.5,-0.1,-231,point
2023-01-30 01:10:00 PM,9.4,50.1,1018.3,8.4,-0.4,-233,point
2023-01-30 01:20:00 PM,11.3,47.8,1018.3,10.0,0.6,-162,point
2023-01-30 01:30:00 PM,12.4,45.0,1018.3,10.9,0.8,-122,point
2023-01-30 01:40:00 PM,10.3,45.9,1018.6,9.1,-0.8,-203,point
2023-01-30 01:50:00 PM,10.2,46.8,1018.5,9.0,-0.6,-204,point
2023-01-30 02:00:00 PM,9.1,50.3,1018.7,8.2,-0.7,-248,point
2023-01-30 02:10:00 PM,9.2,48.9,1018.6,8.2,-1.0,-245,point
2023-01-30 02:20:00 PM,10.9,49.0,1018.8,9.8,0.6,-180,point
2023-01-30 02:30:00 PM,9.1,47.4,1018.7,8.1,-1.5,-250,point
2023-01-30 02:40:00 PM,9.7,48.4,1018.6,8.6,-0.7,-227,point
2023-01-30 02:50:00 PM,9.3,50.6,1018.7,8.3,-0.4,-240,point
2023-01-30 03:00:00 PM,9.5,50.3,1018.9,8.5,-0.3,-235,point
2023-01-30 03:10:00 PM,10.2,50.8,1019.2,9.1,0.4,-212,point
2023-01-30 03:20:00 PM,9.2,51.6,1019.4,8.2,-0.2,-251,point
2023-01-30 03:30:00 PM,9.1,54.8,1019.3,8.2,0.5,-254,point
2023-01-30 03:40:00 PM,8.7,57.9,1019.3,8.0,0.9,-267,point
2023-01-30 03:50:00 PM,8.4,61.5,1019.6,7.7,1.4,-281,point
2023-01-30 04:00:00 PM,7.4,65.2,1019.9,6.9,1.3,-321,point
2023-01-30 04:10:00 PM,7.4,67.9,1019.9,6.9,1.9,-320,point
2023-01-30 04:20:00 PM,7.0,70.0,1019.8,6.7,1.9,-334,point
2023-01-30 04:30:00 PM,6.8,73.0,1019.9,6.4,2.3,-342,point
2023-01-30 04:40:00 PM,6.2,74.6,1020.0,6.0,2.1,-364,point
2023-01-30 04:50:00 PM,5.8,77.5,1020.0,5.7,2.2,-379,point
2023-01-30 05:00:00 PM,5.1,80.3,1020.2,4.9,2.0,-411,point
2023-01-30 05:10:00 PM,6.5,78.6,1020.3,6.3,3.1,-354,point
2023-01-30 05:20:00 PM,5.5,78.2,1020.3,5.3,2.0,-396,point
2023-01-30 05:30:00 PM,5.5,79.5,1020.4,5.3,2.2,-397,point
2023-01-30 05:40:00 PM,5.6,80.0,1020.7,5.4,2.4,-396,point
2023-01-30 05:50:00 PM,3.8,78.8,1020.8,3.7,0.5,-467,point
2023-01-30 06:00:00 PM,4.1,81.9,1020.6,4.0,1.3,-452,point
2023-01-30 06:10:00 PM,4.9,82.0,1020.8,4.8,2.1,-422,point
2023-01-30 06:20:00 PM,4.1,79.1,1020.9,4.0,0.8,-456,point
2023-01-30 06:30:00 PM,2.8,81.9,1020.9,2.6,0.0,-508,point
2023-01-30 06:40:00 PM,2.6,85.1,1020.9,2.6,0.4,-515,point
2023-01-30 06:50:00 PM,3.3,87.5,1021.0,3.3,1.4,-486,point
2023-01-30 07:00:00 PM,1.5,87.6,1020.8,1.5,-0.3,-557,point
2023-01-30 07:10:00 PM,2.2,90.4,1020.7,2.2,0.8,-526,point
2023-01-30 07:20:00 PM,0.9,89.7,1020.7,0.8,-0.6,-581,point
2023-01-30 07:30:00 PM,1.8,92.1,1020.6,1.7,0.6,-542,point
2023-01-30 07:40:00 PM,1.4,91.1,1020.8,1.3,0.1,-562,point
2023-01-30 07:50:00 PM,2.4,90.8,1021.1,2.4,1.1,-522,point
